Latitude,Longitude,Zipcode,id,listing_url,name,picture_url,host_id,host_url,host_name,host_since,host_location,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,code-chicago,room_type,accommodates,bathrooms_text,bedrooms,beds,price,revenue_potential_annual,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,Average Annual Max Temp (F),Average Annual Min Temp (F),Average Annual Precipitation (inches),Average Annual Wind Speed (mph),Average Annual UV Index (0-10),Average Annual Visibility (miles),Average Annual Cloud Cover (%),Average Annual Humidity (%),Average Annual Solar Radiation (W/m^2),median_ppsf
41.8924,-87.66485,60612,5.83398E+17,https://www.airbnb.com/rooms/583397764875300847,Comfy & Stylish 2BR/1BA Apartment in West Town,https://a0.muscache.com/pictures/prohost-api/Hosting-583397764875300847/original/ccca859a-921d-4c2b-8846-883a2feb0011.jpeg,429410420,https://www.airbnb.com/users/show/429410420,Yval,28-10-2021,,88%,f,https://a0.muscache.com/im/pictures/user/7b7d6962-b488-4aa3-b160-d0a8275431c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7b7d6962-b488-4aa3-b160-d0a8275431c8.jpg?aki_policy=profile_x_medium,Lake View East,11,t,t,West Town,Entire rental unit,1,Entire home/apt,4,1 bath,2,2,74.00,12506,t,23,51,79,169,29,29,2,4.9,4.93,4.97,4.93,5,4.9,4.72,60.52246575,45.3509589,0.0814,16.16520548,5.090410959,9.324383562,66.15260274,62.0460274,205.5545205,201.9362745
41.97166,-87.67297,60640,5.8351E+17,https://www.airbnb.com/rooms/583510233683251033,Lux 2 bdr in Ravenswood close to Wrigley|Downtown,https://a0.muscache.com/pictures/340074e4-c416-4465-bf43-f04a083e722b.jpg,273591286,https://www.airbnb.com/users/show/273591286,Regina,04-07-2019,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/72d7d93e-da29-4fb4-bff0-a61979be168d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72d7d93e-da29-4fb4-bff0-a61979be168d.jpg?aki_policy=profile_x_medium,Ravenswood,17,t,t,Uptown,Entire rental unit,1,Entire home/apt,6,1 bath,2,3,95.00,3515,t,10,27,37,37,70,70,2,4.8,4.81,4.94,4.97,5,4.94,4.77,59.85589041,44.51150685,0.080419178,15.39561644,4.594520548,9.325479452,62.16794521,63.48356164,136.3227397,268.0525164
41.9237,-87.64742,60614,5.84106E+17,https://www.airbnb.com/rooms/584106469967419660,Luxe Lincoln Park SFH with Private Roof Deck!,https://a0.muscache.com/pictures/miso/Hosting-584106469967419660/original/3af007d3-0955-442e-b604-46dcb9a07401.jpeg,169297663,https://www.airbnb.com/users/show/169297663,William,22-01-2018,"Chicago, IL",96%,t,https://a0.muscache.com/im/pictures/user/71905414-6d1e-456d-a0a4-dba7ee5b21ce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/71905414-6d1e-456d-a0a4-dba7ee5b21ce.jpg?aki_policy=profile_x_medium,Avondale,28,t,t,Lincoln Park,Entire home,3,Entire home/apt,10,3.5 baths,4,4,320.00,84160,t,15,29,39,263,24,24,2,4.96,4.96,4.92,4.92,4.92,5,4.83,60.16958904,44.94356164,0.080936986,15.69561644,4.594520548,9.321643836,64.29232877,62.75232877,136.1380822,385.4166667
41.84349,-87.65519,60608,5.84148E+17,https://www.airbnb.com/rooms/584147509395040955,Dazzling 3 Story Mansion with Patio in Bridgeport!,https://a0.muscache.com/pictures/miso/Hosting-584147509395040955/original/8d4f66e3-0170-4201-8063-c4a45d8c3191.jpeg,225106605,https://www.airbnb.com/users/show/225106605,Neda,10-11-2018,"Chicago, IL",88%,f,https://a0.muscache.com/im/pictures/user/8247c0df-9aa0-4c91-b60d-14e54f38ce0a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8247c0df-9aa0-4c91-b60d-14e54f38ce0a.jpg?aki_policy=profile_x_medium,Bridgeport,1,t,t,Bridgeport,Entire home,3,Entire home/apt,16,5.5 baths,7,8,685.00,110970,t,14,38,64,162,20,20,1,4.45,4.7,4.15,4.75,4.2,4.45,4.55,60.75835616,45.59534247,0.081679452,16.51424658,5.438356164,9.32,66.97917808,61.6,225.8282192,201.7876703
41.89862,-87.62827,60611,5.84245E+17,https://www.airbnb.com/rooms/584244826874793577,"Steps to MI Ave Shops | View, Beach, Gym | Zencity",https://a0.muscache.com/pictures/prohost-api/Hosting-584244826874793577/original/fc27a9f2-1c15-43c7-b65f-0dd04a1f3639.jpeg,47172572,https://www.airbnb.com/users/show/47172572,Zencity,22-10-2015,"Chicago, IL",96%,f,https://a0.muscache.com/im/pictures/user/79d55c4c-ae52-4e0b-9648-fedcb8ccefa8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/79d55c4c-ae52-4e0b-9648-fedcb8ccefa8.jpg?aki_policy=profile_x_medium,Bucktown,63,t,t,Near North Side,Entire rental unit,1,Entire home/apt,2,1 bath,,1,146.00,51100,t,19,45,75,350,34,34,3,4.47,4.71,4.41,4.79,4.5,4.91,4.32,60.30164384,45.10109589,0.081134247,15.8430137,4.594520548,9.324109589,64.74986301,62.47671233,136.1380822,358.3241455
41.96507,-87.74246,60630,5.84288E+17,https://www.airbnb.com/rooms/584288356196548594,Luxury Modern 3- Bedroom Apartment in Chicago,https://a0.muscache.com/pictures/miso/Hosting-584288356196548594/original/190021db-b8d7-420d-9bb0-7345a47263a6.jpeg,449944266,https://www.airbnb.com/users/show/449944266,Chiquita,16-03-2022,"Chicago, IL",100%,f,https://a0.muscache.com/im/pictures/user/61b3faa3-9b91-483c-915e-2fe4bcdb2720.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/61b3faa3-9b91-483c-915e-2fe4bcdb2720.jpg?aki_policy=profile_x_medium,Irving Park,1,t,t,Irving Park,Entire rental unit,1,Entire home/apt,6,1 bath,3,4,211.00,15192,t,8,19,29,72,6,6,0,5,5,5,4.67,5,4.83,4.83,59.65150685,44.19150685,0.079873973,15.58054795,4.594520548,9.318082192,63.08849315,64.01315068,136.7583562,244.5440281
41.97826,-87.68371,60625,5.84674E+17,https://www.airbnb.com/rooms/584674028379640601,Bowmanville B&B short term rental,https://a0.muscache.com/pictures/miso/Hosting-584674028379640601/original/b1ea4e13-70f4-453c-b1df-0f5896d78b27.jpeg,100539600,https://www.airbnb.com/users/show/100539600,Anne,20-10-2016,,78%,f,https://a0.muscache.com/im/pictures/user/855ae886-65fb-4c32-bfa5-ee68335beb5e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/855ae886-65fb-4c32-bfa5-ee68335beb5e.jpg?aki_policy=profile_x_medium,Lincoln Square,1,t,f,Lincoln Square,Entire rental unit,1,Entire home/apt,2,1 bath,1,1,200.00,72800,t,29,59,89,364,3,3,0,5,5,5,5,5,5,5,59.79068493,44.41561644,0.079945205,15.4309589,4.594520548,9.323013699,62.40383562,63.64164384,136.4454795,258.3333333
41.91288,-87.70872,60647,5.84857E+17,https://www.airbnb.com/rooms/584857119580835117,Stylish 5BR/3BA - 2 Units - 2 Kitchens + Parking!,https://a0.muscache.com/pictures/miso/Hosting-584857119580835117/original/5ed709a7-657c-40a2-9473-30730923a261.jpeg,450062061,https://www.airbnb.com/users/show/450062061,Jacob,17-03-2022,,95%,f,https://a0.muscache.com/im/pictures/user/90af0b18-8835-4e05-8dc8-5125de7e4dc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90af0b18-8835-4e05-8dc8-5125de7e4dc0.jpg?aki_policy=profile_x_medium,Humboldt Park,1,t,t,Humboldt Park,Entire condo,2,Entire home/apt,10,4 baths,5,5,342.00,105336,t,27,48,73,308,15,15,0,4.2,4.2,4.6,4.67,4.8,4.53,4.13,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,325.2906977
41.897385,-87.665993,60622,5.85011E+17,https://www.airbnb.com/rooms/585011124183031146,Spacious NEW modern single-family home downtown,https://a0.muscache.com/pictures/miso/Hosting-585011124183031146/original/3ad68f04-787b-4105-9f05-fb79aaf0323c.jpeg,31113244,https://www.airbnb.com/users/show/31113244,Cary,12-04-2015,"Toronto, Canada",99%,f,https://a0.muscache.com/im/pictures/user/1f362509-b018-4090-9130-b696b1f764d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f362509-b018-4090-9130-b696b1f764d1.jpg?aki_policy=profile_x_medium,West Town,4,t,t,West Town,Entire home,3,Entire home/apt,10,3.5 baths,4,5,"1,200.00",412800,t,28,58,82,344,8,8,0,5,5,5,5,5,5,4.63,60.33479452,45.14575342,0.081216438,15.91424658,4.594520548,9.324383562,65.26958904,62.40246575,136.2465753,299.0430622
41.876791,-87.64762,60661,5.85272E+17,https://www.airbnb.com/rooms/585271531182033477,W. Loop 1BR w/ Gym & Pool in heart of Greektown,https://a0.muscache.com/pictures/prohost-api/Hosting-585271531182033477/original/b24a7c9c-6415-48d1-9eaf-65c4304968c4.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,16-12-2016,"New York, NY",97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4807,t,t,Near West Side,Entire rental unit,1,Entire home/apt,2,1 bath,1,1,106.00,38690,t,30,60,90,365,0,0,0,,,,,,,,60.4660274,45.29342466,0.08129863,16.08575342,4.594520548,9.323835616,65.72493151,62.12630137,136.2465753,360.2884615
41.95401,-87.77666,60630,5.8551E+17,https://www.airbnb.com/rooms/585509967506110901,Hip 3 BDRM loft above Historic Theater in Chicago!,https://a0.muscache.com/pictures/miso/Hosting-585509967506110901/original/1973846f-ee6f-4d33-9132-1c464aa927d3.jpeg,444624863,https://www.airbnb.com/users/show/444624863,Nikki,11-02-2022,,93%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Portage Park,1,f,t,Portage Park,Entire loft,2,Entire home/apt,8,1 bath,3,4,225.00,79200,t,30,60,84,352,16,16,0,4.88,4.94,4.75,4.75,5,4.81,4.75,59.65150685,44.19150685,0.079873973,15.58054795,4.594520548,9.318082192,63.08849315,64.01315068,136.7583562,190.5230496
41.926067,-87.72467,60647,5.85643E+17,https://www.airbnb.com/rooms/585643116710504087,Spacious & Cozy Apartment in Logan Square,https://a0.muscache.com/pictures/miso/Hosting-585643116710504087/original/d7ffa3ff-a4a7-4f3a-ba5e-28e7cb4e69ee.jpeg,15394463,https://www.airbnb.com/users/show/15394463,Hunter,11-05-2014,"Chicago, IL",N/A,f,https://a0.muscache.com/im/pictures/user/03a093ed-db47-4f0f-b411-4ae2a3dc8262.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03a093ed-db47-4f0f-b411-4ae2a3dc8262.jpg?aki_policy=profile_x_medium,,1,t,t,Logan Square,Entire guest suite,1,Entire home/apt,6,1 bath,2,3,100.00,33600,t,24,45,66,336,5,5,0,4.8,4.8,4.8,5,5,4.8,4.8,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,329.8670669
41.76164,-87.71618,60629,5.86807E+17,https://www.airbnb.com/rooms/586806939195215941,Modern 70â€™s style basement in Chicago.,https://a0.muscache.com/pictures/2be99d7d-72a8-40a2-8aa6-23616c2cd667.jpg,450438687,https://www.airbnb.com/users/show/450438687,Carlos,20-03-2022,,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,West Lawn,1,f,t,West Lawn,Entire guest suite,1,Entire home/apt,4,1 bath,2,2,114.00,41610,t,30,60,90,365,0,0,0,,,,,,,,61.12958904,45.95013699,0.081679452,17.11424658,5.649315068,9.318630137,68.31178082,61.01780822,237.0531507,179.973822
41.78377,-87.78271,60638,5.86832E+17,https://www.airbnb.com/rooms/586831966551201588,*Extended Stay* Chicago FHS Rental - Narragansett,https://a0.muscache.com/pictures/miso/Hosting-586831966551201588/original/e54622dd-58be-408c-a102-12ed80051067.jpeg,136825532,https://www.airbnb.com/users/show/136825532,FreeStand Home Solutions,24-06-2017,United States,1%,f,https://a0.muscache.com/im/pictures/user/186f916a-f362-4a69-8c73-432c3f4193c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/186f916a-f362-4a69-8c73-432c3f4193c7.jpg?aki_policy=profile_x_medium,Cumberland,99,t,t,Clearing,Entire home,3,Entire home/apt,10,2 baths,4,5,399.00,107730,t,30,60,90,270,0,0,0,,,,,,,,61.15534247,45.9890411,0.082408219,17.18109589,5.668493151,9.31890411,68.62383562,60.89342466,237.9364384,154.9574089
41.78635,-87.61754,60637,5.87054E+17,https://www.airbnb.com/rooms/587053579377795973,2-Bed/2Bath apt close to UIC and Hyde Park,https://a0.muscache.com/pictures/2ae4e2dc-9d48-442a-83c2-862703f715f0.jpg,299139831,https://www.airbnb.com/users/show/299139831,D,30-09-2019,"Chicago, IL",99%,f,https://a0.muscache.com/im/pictures/user/8643c972-1b58-4622-b3b3-6a3c89f82fb1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8643c972-1b58-4622-b3b3-6a3c89f82fb1.jpg?aki_policy=profile_x_medium,Washington Park,6,t,t,Washington Park,Entire rental unit,1,Entire home/apt,3,2 baths,2,2,117.00,37557,t,8,32,58,321,27,27,1,4.74,4.93,4.81,4.56,4.81,4.15,4.81,60.55041096,45.2139726,0.078742466,16.2490411,5.830136986,9.3,65.31260274,62.92684932,253.8046575,160.3223244
41.939232,-87.641678,60657,5.87145E+17,https://www.airbnb.com/rooms/587144825433281663,Chicago Bootlegger House Sleeps 10-20,https://a0.muscache.com/pictures/miso/Hosting-587144825433281663/original/ad62d505-a537-485b-9257-a06e22d41520.jpeg,5911294,https://www.airbnb.com/users/show/5911294,Will,13-04-2013,"Chicago, IL",100%,t,https://a0.muscache.com/im/users/5911294/profile_pic/1440387706/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5911294/profile_pic/1440387706/original.jpg?aki_policy=profile_x_medium,Lakeview,3,t,t,Lake View,Entire bungalow,2,Entire home/apt,16,2 baths,6,10,409.00,73620,t,13,17,19,180,37,37,1,4.89,4.95,4.76,4.86,4.89,5,4.81,60.04273973,44.77917808,0.080605479,15.56986301,4.594520548,9.323561644,63.56767123,63.03835616,136.1432877,316.6666667
41.930599,-87.659378,60614,5.87438E+17,https://www.airbnb.com/rooms/587438357493288787,Lovely 2 bed condo in Chicago's BEST location!,https://a0.muscache.com/pictures/miso/Hosting-587438357493288787/original/5e25288e-8795-4e8c-b581-45cc9d70015f.jpeg,108294768,https://www.airbnb.com/users/show/108294768,Emily,23-12-2016,"Chicago, IL",65%,t,https://a0.muscache.com/im/pictures/user/2c90e3b9-8e33-4fb9-bc40-56f6b3038b59.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2c90e3b9-8e33-4fb9-bc40-56f6b3038b59.jpg?aki_policy=profile_x_medium,Lincoln Park,1,t,f,Lincoln Park,Entire condo,2,Entire home/apt,4,1 bath,2,2,175.00,17500,t,19,49,56,100,7,7,1,4.57,4.57,4.86,5,4.71,4.71,4.43,60.16958904,44.94356164,0.080936986,15.69561644,4.594520548,9.321643836,64.29232877,62.75232877,136.1380822,347.6027397
41.90115,-87.68972,60622,5.87527E+17,https://www.airbnb.com/rooms/587527494519188004,2br Cozy/Walkable Chicago Home - Family Friendly,https://a0.muscache.com/pictures/miso/Hosting-587527494519188004/original/699d169a-8d5c-49bb-9a43-0464f2503f5d.jpeg,126810981,https://www.airbnb.com/users/show/126810981,Nathaniel,20-04-2017,"Chicago, IL",98%,t,https://a0.muscache.com/im/pictures/user/2343847e-0edc-43c2-b62b-6a05f9964a09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2343847e-0edc-43c2-b62b-6a05f9964a09.jpg?aki_policy=profile_x_medium,West Town,1,t,t,West Town,Entire home,3,Entire home/apt,5,2 baths,2,3,138.00,35880,t,25,55,85,260,37,37,4,4.97,4.95,4.92,4.97,5,4.95,4.84,60.33479452,45.14575342,0.081216438,15.91424658,4.594520548,9.324383562,65.26958904,62.40246575,136.2465753,299.0430622
41.77515,-87.6007,60637,5.87796E+17,https://www.airbnb.com/rooms/587796305392678509,Large ultra modern 3BR/1 BA near Univ of Chicago,https://a0.muscache.com/pictures/85d6f309-beff-48ff-ac8c-b4104a325021.jpg,131798816,https://www.airbnb.com/users/show/131798816,Sandra,24-05-2017,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/b8abb679-314a-4774-b428-ff30fd6f8701.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b8abb679-314a-4774-b428-ff30fd6f8701.jpg?aki_policy=profile_x_medium,Woodlawn,1,t,t,Woodlawn,Entire rental unit,1,Entire home/apt,10,1 bath,3,5,222.00,72372,t,14,41,65,326,12,12,0,5,5,5,5,5,4.92,5,60.55041096,45.2139726,0.078742466,16.2490411,5.830136986,9.3,65.31260274,62.92684932,253.8046575,160.3223244
41.96455,-87.68638,60625,5.88279E+17,https://www.airbnb.com/rooms/588278699426091171,Warm|Cozy|Lovely|1BR|Lincoln Sq.|,https://a0.muscache.com/pictures/ceec34d2-9075-42c1-8abe-9bfeef2931bd.jpg,96730613,https://www.airbnb.com/users/show/96730613,Demitri,25-09-2016,"Chicago, IL",100%,t,https://a0.muscache.com/im/pictures/user/5fb6424b-8eb4-4443-a5b5-0e41f4e0e51b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5fb6424b-8eb4-4443-a5b5-0e41f4e0e51b.jpg?aki_policy=profile_x_medium,Uptown,27,t,t,Lincoln Square,Entire rental unit,1,Entire home/apt,2,1 bath,1,1,89.00,12193,t,8,38,64,137,45,45,5,4.84,4.98,4.84,4.96,4.87,4.98,4.84,59.79068493,44.41561644,0.079945205,15.4309589,4.594520548,9.323013699,62.40383562,63.64164384,136.4454795,258.3333333
41.94203,-87.66787,60657,5.8845E+17,https://www.airbnb.com/rooms/588450321411010228,G3- Next to Downtown Best Location,https://a0.muscache.com/pictures/miso/Hosting-577343244199118396/original/05b3ef51-7c1d-4da7-a460-6427905668f6.jpeg,448388996,https://www.airbnb.com/users/show/448388996,Jesus,07-03-2022,,100%,f,https://a0.muscache.com/im/pictures/user/0a4b32fe-fdbc-44b6-91f5-e4fe4d425712.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a4b32fe-fdbc-44b6-91f5-e4fe4d425712.jpg?aki_policy=profile_x_medium,Lake View,3,t,t,Lake View,Private room in rental unit,1,Private room,4,1 shared bath,1,1,48.00,13680,t,29,59,89,285,37,37,2,4.65,4.76,4.97,4.92,4.84,4.84,4.57,60.04273973,44.77917808,0.080605479,15.56986301,4.594520548,9.323561644,63.56767123,63.03835616,136.1432877,326.8902786
41.96398,-87.71318,60659,5.88628E+17,https://www.airbnb.com/rooms/588627976253415980,Updated 3 BRMS with free garage parking,https://a0.muscache.com/pictures/miso/Hosting-588627976253415980/original/42221262-eeb4-4e63-ab01-9f07504bda43.jpeg,79394430,https://www.airbnb.com/users/show/79394430,Jade,23-06-2016,,89%,t,https://a0.muscache.com/im/pictures/user/1b817c09-f112-45ea-ae66-1d224ba500b1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1b817c09-f112-45ea-ae66-1d224ba500b1.jpg?aki_policy=profile_x_medium,Albany Park,1,t,t,Albany Park,Entire rental unit,1,Entire home/apt,6,1 bath,3,3,224.00,81088,t,30,60,87,362,15,15,0,4.87,4.93,4.93,4.93,4.93,4.93,4.87,59.71287671,44.27123288,0.080336986,15.33260274,4.594520548,9.324383562,61.36767123,63.8769863,136.3227397,192.6249068
41.82473,-87.69288,60632,5.89024E+17,https://www.airbnb.com/rooms/589023708936836881,"M1. Next to Downtown, best location",https://a0.muscache.com/pictures/miso/Hosting-589023708936836881/original/a8c3c24b-fb25-4817-a37c-dc0176c59043.jpeg,450930758,https://www.airbnb.com/users/show/450930758,Eladio,23-03-2022,,100%,f,https://a0.muscache.com/im/pictures/user/dadaf3ac-4d7b-4458-83a8-83fb53457f62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dadaf3ac-4d7b-4458-83a8-83fb53457f62.jpg?aki_policy=profile_x_medium,Brighton Park,4,t,t,Brighton Park,Private room in rental unit,1,Private room,3,1 shared bath,1,1,37.00,1480,t,27,40,40,40,30,30,4,4.33,4.77,4.23,4.73,4.83,4.37,4.47,61.07452055,45.89150685,0.081813699,17.03835616,5.668493151,9.31890411,68.26219178,61.13534247,237.8843836,190
41.91418,-87.69904,60647,5.89035E+17,https://www.airbnb.com/rooms/589035205475226530,âœ¨Unique 3br private apartmentâœ¨,https://a0.muscache.com/pictures/miso/Hosting-589035205475226530/original/391a02f6-2edb-40b8-8758-e64bf1c99d6b.jpeg,137265085,https://www.airbnb.com/users/show/137265085,Kendra,27-06-2017,"Chicago, IL",96%,t,https://a0.muscache.com/im/pictures/user/d713deee-cfb7-44b9-8c51-d2e17f6f3101.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d713deee-cfb7-44b9-8c51-d2e17f6f3101.jpg?aki_policy=profile_x_medium,Logan Square,1,t,f,Logan Square,Entire condo,2,Entire home/apt,6,1 bath,3,3,202.00,48884,t,20,44,66,242,37,37,4,4.92,4.97,4.92,4.95,5,4.92,4.86,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,325.2906977
41.87975,-87.67841,60612,5.89181E+17,https://www.airbnb.com/rooms/589181326148671873,i1- Right in front United Center&Next to Downtown,https://a0.muscache.com/pictures/miso/Hosting-589181326148671873/original/43d7c710-a367-4b57-b9ba-690ac256c00a.jpeg,450973617,https://www.airbnb.com/users/show/450973617,Adriana,23-03-2022,,100%,f,https://a0.muscache.com/im/pictures/user/8365ce34-1b68-47b7-a6ca-4cf2bc8e6009.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8365ce34-1b68-47b7-a6ca-4cf2bc8e6009.jpg?aki_policy=profile_x_medium,Near West Side,4,t,t,Near West Side,Private room in rental unit,1,Private room,5,1 shared bath,1,1,48.00,13440,t,28,58,84,280,30,30,1,4.8,4.83,4.73,4.77,4.83,4.87,4.87,60.52246575,45.3509589,0.0814,16.16520548,5.090410959,9.324383562,66.15260274,62.0460274,205.5545205,201.9362745
41.92228,-87.68716,60647,5.89852E+17,https://www.airbnb.com/rooms/589852332200379494,Cheerful Bedroom in Chicago,https://a0.muscache.com/pictures/58609118/281f490a_original.jpg,5166793,https://www.airbnb.com/users/show/5166793,Carrie & Brad,20-02-2013,"Chicago, IL",100%,f,https://a0.muscache.com/im/users/5166793/profile_pic/1386684149/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5166793/profile_pic/1386684149/original.jpg?aki_policy=profile_x_medium,Bucktown,2,t,t,Logan Square,Private room in home,3,Private room,2,1 bath,1,2,54.00,18198,t,24,48,69,337,28,28,1,4.71,4.75,4.21,4.96,4.89,4.96,4.82,60.11945205,44.88328767,0.080841096,15.69589041,4.594520548,9.320821918,64.61945205,62.85589041,136.7410959,283.7870035
41.88552,-87.62788,60602,5.89929E+17,https://www.airbnb.com/rooms/589928711472826994,Gorgeous Corner 2 Bedroom in the Heart of Downtown,https://a0.muscache.com/pictures/miso/Hosting-589928711472826994/original/39ff9d37-b3a9-4010-9eb2-2466fe441dc5.jpeg,396270947,https://www.airbnb.com/users/show/396270947,Jennifer,09-04-2021,,96%,f,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_x_medium,West Loop,62,t,f,Loop,Entire serviced apartment,2,Entire home/apt,4,2 baths,2,2,194.00,69646,t,24,54,84,359,2,2,1,4.5,5,5,5,4.5,5,4.5,60.45205479,45.27260274,0.081293151,16.04767123,4.594520548,9.323835616,65.51643836,62.17232877,136.2465753,379.9758454
41.88447,-87.63424,60606,5.89938E+17,https://www.airbnb.com/rooms/589937698151242046,Stylish Suite Home Junior 1 Bedroom in the Loop,https://a0.muscache.com/pictures/miso/Hosting-589937698151242046/original/70f7019a-3ec0-414b-96a7-cf21b21c9549.jpeg,396270947,https://www.airbnb.com/users/show/396270947,Jennifer,09-04-2021,,96%,f,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_x_medium,West Loop,62,t,f,Loop,Entire serviced apartment,2,Entire home/apt,2,1 bath,1,1,102.00,37026,t,28,58,88,363,2,2,0,5,5,5,5,5,5,5,60.46082192,45.28328767,0.081315068,16.06684932,4.594520548,9.324109589,65.63205479,62.15013699,136.2465753,295.1849267
41.88453,-87.63428,60606,5.89942E+17,https://www.airbnb.com/rooms/589942224820170647,Gorgeous Suite Home 1 Bedroom in Theater District,https://a0.muscache.com/pictures/miso/Hosting-589942224820170647/original/624ee107-3f2d-4eb3-a289-ea8877f3eea2.jpeg,396270947,https://www.airbnb.com/users/show/396270947,Jennifer,09-04-2021,,96%,f,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f94c0775-5a44-44eb-b5c5-c54dccb69ea1.jpg?aki_policy=profile_x_medium,West Loop,62,t,f,Loop,Entire serviced apartment,2,Entire home/apt,2,1 bath,1,1,144.00,51264,t,21,51,81,356,1,1,1,5,5,5,5,5,5,5,60.46082192,45.28328767,0.081315068,16.06684932,4.594520548,9.324109589,65.63205479,62.15013699,136.2465753,295.1849267
41.91755,-87.73842,60641,5.90053E+17,https://www.airbnb.com/rooms/590053326572153417,Lovely - 2BR 1st Floor Apart. w/ Free St. Parking,https://a0.muscache.com/pictures/miso/Hosting-590053326572153417/original/903e18a1-5d28-4f89-8994-7d78fd182295.jpeg,51946578,https://www.airbnb.com/users/show/51946578,Roberto,21-12-2015,"Chicago, IL",100%,f,https://a0.muscache.com/im/pictures/user/48f56605-c268-484f-965b-74ec06b4da8d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/48f56605-c268-484f-965b-74ec06b4da8d.jpg?aki_policy=profile_x_medium,Hermosa,6,t,t,Hermosa,Entire rental unit,1,Entire home/apt,5,1 bath,2,2,85.00,30515,t,29,59,89,359,23,23,0,4.65,4.78,4.87,4.65,4.39,4.61,4.87,59.80575342,44.44767123,0.080194521,15.59452055,5.531506849,9.31890411,63.92849315,63.59178082,245.8380822,250
